STATE,DISTRICT,DISTRICT_NS,CIRCUIT,CHAP_12_full,QTR_ENDED,DATE,CHAP_12,impute,impute1
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,NA,12/31/88,1988-12-31,NA,0,NA
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,NA,12/31/88,1988-12-31,NA,9,NA
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,NA,12/31/88,1988-12-31,NA,2.5,NA
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,NA,12/31/88,1988-12-31,NA,-0.5,NA
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,NA,12/31/88,1988-12-31,NA,8.5,NA
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,NA,12/31/88,1988-12-31,NA,6.5,NA
NA,TOTAL,NA,TOTAL,2527,09/30/88,1988-09-30,NA,488,488
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,19,09/30/88,1988-09-30,NA,4,4
MAINE,MAINE,ME,FIRST CIRCUIT,3,09/30/88,1988-09-30,NA,0,0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,16,09/30/88,1988-09-30,NA,4,4
NA,TOTAL,NA,SECOND CIRCUIT,33,09/30/88,1988-09-30,NA,9,9
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,23,09/30/88,1988-09-30,NA,4,4
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,1,09/30/88,1988-09-30,NA,1,1
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,6,09/30/88,1988-09-30,NA,3,3
VERMONT,VERMONT,VT,SECOND CIRCUIT,3,09/30/88,1988-09-30,NA,1,1
NA,TOTAL,NA,THIRD CIRCUIT,8,09/30/88,1988-09-30,NA,0,0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,2,09/30/88,1988-09-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,4,09/30/88,1988-09-30,NA,0,0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,79,09/30/88,1988-09-30,NA,10,10
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,7,09/30/88,1988-09-30,NA,1,1
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,35,09/30/88,1988-09-30,NA,2,2
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,8,09/30/88,1988-09-30,NA,3,3
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,3,09/30/88,1988-09-30,NA,2,2
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,12,09/30/88,1988-09-30,NA,2,2
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,7,09/30/88,1988-09-30,NA,-1,-1
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,4,09/30/88,1988-09-30,NA,1,1
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,2,09/30/88,1988-09-30,NA,0,0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
NA,TOTAL,NA,FIFTH CIRCUIT,286,09/30/88,1988-09-30,NA,41,41
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,2,09/30/88,1988-09-30,NA,7,7
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,9,09/30/88,1988-09-30,NA,1,1
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,113,09/30/88,1988-09-30,NA,12,12
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,37,09/30/88,1988-09-30,NA,3,3
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,4,09/30/88,1988-09-30,NA,2,2
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,75,09/30/88,1988-09-30,NA,13,13
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,10,09/30/88,1988-09-30,NA,3,3
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,19,09/30/88,1988-09-30,NA,3,3
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,17,09/30/88,1988-09-30,NA,3,3
NA,TOTAL,NA,SIXTH CIRCUIT,275,09/30/88,1988-09-30,NA,39,39
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,12,09/30/88,1988-09-30,NA,3,3
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,40,09/30/88,1988-09-30,NA,3,3
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,48,09/30/88,1988-09-30,NA,4,4
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,27,09/30/88,1988-09-30,NA,3,3
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,30,09/30/88,1988-09-30,NA,3,3
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,74,09/30/88,1988-09-30,NA,10,10
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,10,09/30/88,1988-09-30,NA,4,4
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,18,09/30/88,1988-09-30,NA,6,6
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,16,09/30/88,1988-09-30,NA,3,3
NA,TOTAL,NA,SEVENTH CIRCUIT,318,09/30/88,1988-09-30,NA,32,32
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,20,09/30/88,1988-09-30,NA,4,4
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,73,09/30/88,1988-09-30,NA,10,10
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,44,09/30/88,1988-09-30,NA,2,2
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,40,09/30/88,1988-09-30,NA,7,7
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,71,09/30/88,1988-09-30,NA,5,5
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,12,09/30/88,1988-09-30,NA,1,1
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,58,09/30/88,1988-09-30,NA,3,3
NA,TOTAL,NA,EIGHTH CIRCUIT,723,09/30/88,1988-09-30,NA,107,107
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,42,09/30/88,1988-09-30,NA,7,7
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,10,09/30/88,1988-09-30,NA,2,2
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,55,09/30/88,1988-09-30,NA,7,7
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,32,09/30/88,1988-09-30,NA,6,6
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,50,09/30/88,1988-09-30,NA,9,9
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,42,09/30/88,1988-09-30,NA,9,9
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,82,09/30/88,1988-09-30,NA,11,11
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,189,09/30/88,1988-09-30,NA,26,26
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,82,09/30/88,1988-09-30,NA,18,18
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,139,09/30/88,1988-09-30,NA,11,11
NA,TOTAL,NA,NINTH CIRCUIT,367,09/30/88,1988-09-30,NA,72,72
ALASKA,ALASKA,AK,NINTH CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,8,09/30/88,1988-09-30,NA,2,2
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,7,09/30/88,1988-09-30,NA,2,2
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,78,09/30/88,1988-09-30,NA,20,20
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,5,09/30/88,1988-09-30,NA,1,1
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
IDAHO,IDAHO,ID,NINTH CIRCUIT,66,09/30/88,1988-09-30,NA,9,9
MONTANA,MONTANA,MT,NINTH CIRCUIT,76,09/30/88,1988-09-30,NA,17,17
NEVADA,NEVADA,NV,NINTH CIRCUIT,7,09/30/88,1988-09-30,NA,4,4
OREGON,OREGON,OR,NINTH CIRCUIT,48,09/30/88,1988-09-30,NA,8,8
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,64,09/30/88,1988-09-30,NA,7,7
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,5,09/30/88,1988-09-30,NA,2,2
GUAM,GUAM,GUAM,NINTH CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,09/30/88,1988-09-30,NA,0,0
NA,TOTAL,NA,TENTH CIRCUIT,296,09/30/88,1988-09-30,NA,58,58
COLORADO,COLORADO,CO,TENTH CIRCUIT,49,09/30/88,1988-09-30,NA,13,13
KANSAS,KANSAS,KS,TENTH CIRCUIT,88,09/30/88,1988-09-30,NA,11,11
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,23,09/30/88,1988-09-30,NA,4,4
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,7,09/30/88,1988-09-30,NA,1,1
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,23,09/30/88,1988-09-30,NA,3,3
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,64,09/30/88,1988-09-30,NA,18,18
UTAH,UTAH,UT,TENTH CIRCUIT,12,09/30/88,1988-09-30,NA,1,1
WYOMING,WYOMING,WY,TENTH CIRCUIT,30,09/30/88,1988-09-30,NA,7,7
NA,TOTAL,NA,ELEVENTH CIRCUIT,123,09/30/88,1988-09-30,NA,16,16
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,19,09/30/88,1988-09-30,NA,0,0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,9,09/30/88,1988-09-30,NA,0,0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,7,09/30/88,1988-09-30,NA,0,0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,13,09/30/88,1988-09-30,NA,0,0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,8,09/30/88,1988-09-30,NA,2,2
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,1,09/30/88,1988-09-30,NA,0,0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,2,09/30/88,1988-09-30,NA,0,0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,51,09/30/88,1988-09-30,NA,10,10
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,13,09/30/88,1988-09-30,NA,4,4
NA,TOTAL,NA,TOTAL,3099,06/30/88,1988-06-30,NA,509,509
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NA,TOTAL,NA,FIRST CIRCUIT,16,06/30/88,1988-06-30,NA,1,1
MAINE,MAINE,ME,FIRST CIRCUIT,4,06/30/88,1988-06-30,NA,1,1
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,12,06/30/88,1988-06-30,NA,0,0
NA,TOTAL,NA,SECOND CIRCUIT,33,06/30/88,1988-06-30,NA,8,8
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,24,06/30/88,1988-06-30,NA,8,8
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,6,06/30/88,1988-06-30,NA,0,0
VERMONT,VERMONT,VT,SECOND CIRCUIT,3,06/30/88,1988-06-30,NA,0,0
NA,TOTAL,NA,THIRD CIRCUIT,9,06/30/88,1988-06-30,NA,2,2
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,2,06/30/88,1988-06-30,NA,-1,-1
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,1,06/30/88,1988-06-30,NA,0,0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,2,06/30/88,1988-06-30,NA,2,2
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,4,06/30/88,1988-06-30,NA,1,1
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NA,TOTAL,NA,FOURTH CIRCUIT,96,06/30/88,1988-06-30,NA,12,12
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,9,06/30/88,1988-06-30,NA,0,0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,42,06/30/88,1988-06-30,NA,3,3
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,6,06/30/88,1988-06-30,NA,3,3
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,2,06/30/88,1988-06-30,NA,1,1
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,14,06/30/88,1988-06-30,NA,2,2
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,12,06/30/88,1988-06-30,NA,2,2
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,6,06/30/88,1988-06-30,NA,0,0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,3,06/30/88,1988-06-30,NA,1,1
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,2,06/30/88,1988-06-30,NA,0,0
NA,TOTAL,NA,FIFTH CIRCUIT,351,06/30/88,1988-06-30,NA,57,57
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3,06/30/88,1988-06-30,NA,-6,-6
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,13,06/30/88,1988-06-30,NA,1,1
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,141,06/30/88,1988-06-30,NA,24,24
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,52,06/30/88,1988-06-30,NA,2,2
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,2,06/30/88,1988-06-30,NA,2,2
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,87,06/30/88,1988-06-30,NA,19,19
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,10,06/30/88,1988-06-30,NA,2,2
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,25,06/30/88,1988-06-30,NA,6,6
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,18,06/30/88,1988-06-30,NA,1,1
NA,TOTAL,NA,SIXTH CIRCUIT,331,06/30/88,1988-06-30,NA,66,66
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,16,06/30/88,1988-06-30,NA,3,3
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,55,06/30/88,1988-06-30,NA,9,9
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,62,06/30/88,1988-06-30,NA,17,17
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,36,06/30/88,1988-06-30,NA,4,4
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,38,06/30/88,1988-06-30,NA,10,10
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,82,06/30/88,1988-06-30,NA,17,17
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,6,06/30/88,1988-06-30,NA,1,1
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,15,06/30/88,1988-06-30,NA,1,1
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,21,06/30/88,1988-06-30,NA,4,4
NA,TOTAL,NA,SEVENTH CIRCUIT,397,06/30/88,1988-06-30,NA,89,89
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,19,06/30/88,1988-06-30,NA,2,2
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,82,06/30/88,1988-06-30,NA,23,23
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,53,06/30/88,1988-06-30,NA,6,6
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,44,06/30/88,1988-06-30,NA,16,16
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,96,06/30/88,1988-06-30,NA,22,22
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,18,06/30/88,1988-06-30,NA,3,3
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,85,06/30/88,1988-06-30,NA,17,17
NA,TOTAL,NA,EIGHTH CIRCUIT,924,06/30/88,1988-06-30,NA,141,141
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,50,06/30/88,1988-06-30,NA,6,6
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,13,06/30/88,1988-06-30,NA,4,4
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,66,06/30/88,1988-06-30,NA,15,15
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,36,06/30/88,1988-06-30,NA,8,8
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,61,06/30/88,1988-06-30,NA,14,14
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,40,06/30/88,1988-06-30,NA,9,9
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,98,06/30/88,1988-06-30,NA,18,18
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,269,06/30/88,1988-06-30,NA,35,35
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,86,06/30/88,1988-06-30,NA,7,7
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,205,06/30/88,1988-06-30,NA,25,25
NA,TOTAL,NA,NINTH CIRCUIT,413,06/30/88,1988-06-30,NA,84,84
ALASKA,ALASKA,AK,NINTH CIRCUIT,0,06/30/88,1988-06-30,NA,1,1
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,11,06/30/88,1988-06-30,NA,1,1
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,6,06/30/88,1988-06-30,NA,3,3
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,81,06/30/88,1988-06-30,NA,12,12
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,4,06/30/88,1988-06-30,NA,0,0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,2,06/30/88,1988-06-30,NA,-1,-1
HAWAII,HAWAII,HI,NINTH CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
IDAHO,IDAHO,ID,NINTH CIRCUIT,82,06/30/88,1988-06-30,NA,18,18
MONTANA,MONTANA,MT,NINTH CIRCUIT,71,06/30/88,1988-06-30,NA,22,22
NEVADA,NEVADA,NV,NINTH CIRCUIT,4,06/30/88,1988-06-30,NA,3,3
OREGON,OREGON,OR,NINTH CIRCUIT,59,06/30/88,1988-06-30,NA,10,10
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,88,06/30/88,1988-06-30,NA,15,15
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,4,06/30/88,1988-06-30,NA,0,0
GUAM,GUAM,GUAM,NINTH CIRCUIT,1,06/30/88,1988-06-30,NA,0,0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,0,06/30/88,1988-06-30,NA,0,0
NA,TOTAL,NA,TENTH CIRCUIT,394,06/30/88,1988-06-30,NA,45,45
COLORADO,COLORADO,CO,TENTH CIRCUIT,70,06/30/88,1988-06-30,NA,6,6
KANSAS,KANSAS,KS,TENTH CIRCUIT,125,06/30/88,1988-06-30,NA,14,14
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,24,06/30/88,1988-06-30,NA,3,3
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,12,06/30/88,1988-06-30,NA,1,1
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,33,06/30/88,1988-06-30,NA,3,3
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,86,06/30/88,1988-06-30,NA,7,7
UTAH,UTAH,UT,TENTH CIRCUIT,16,06/30/88,1988-06-30,NA,4,4
WYOMING,WYOMING,WY,TENTH CIRCUIT,28,06/30/88,1988-06-30,NA,7,7
NA,TOTAL,NA,ELEVENTH CIRCUIT,135,06/30/88,1988-06-30,NA,4,4
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,22,06/30/88,1988-06-30,NA,12,12
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,10,06/30/88,1988-06-30,NA,-1,-1
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,8,06/30/88,1988-06-30,NA,-1,-1
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,17,06/30/88,1988-06-30,NA,8,8
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,6,06/30/88,1988-06-30,NA,-10,-10
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,1,06/30/88,1988-06-30,NA,-5,-5
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,3,06/30/88,1988-06-30,NA,1,1
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,55,06/30/88,1988-06-30,NA,7,7
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,13,06/30/88,1988-06-30,NA,-7,-7
NA,TOTAL,NA,TOTAL,4441,03/31/88,1988-03-31,NA,765,NA
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
NA,TOTAL,NA,FIRST CIRCUIT,19,03/31/88,1988-03-31,NA,7,NA
MAINE,MAINE,ME,FIRST CIRCUIT,7,03/31/88,1988-03-31,NA,1,NA
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,12,03/31/88,1988-03-31,NA,6,NA
NA,TOTAL,NA,SECOND CIRCUIT,45,03/31/88,1988-03-31,NA,8,NA
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,25,03/31/88,1988-03-31,NA,5.5,NA
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,1,03/31/88,1988-03-31,NA,0,NA
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,16,03/31/88,1988-03-31,NA,1.5,NA
VERMONT,VERMONT,VT,SECOND CIRCUIT,3,03/31/88,1988-03-31,NA,1,NA
NA,TOTAL,NA,THIRD CIRCUIT,16,03/31/88,1988-03-31,NA,3,NA
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,1,03/31/88,1988-03-31,NA,0,NA
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,2,03/31/88,1988-03-31,NA,1,NA
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,4,03/31/88,1988-03-31,NA,0.5,NA
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,5,03/31/88,1988-03-31,NA,0,NA
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,4,03/31/88,1988-03-31,NA,1.5,NA
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,0,03/31/88,1988-03-31,NA,0,NA
NA,TOTAL,NA,FOURTH CIRCUIT,158,03/31/88,1988-03-31,NA,28.5,NA
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,10,03/31/88,1988-03-31,NA,3,NA
